"","Sample_Number","Year","Month","Date","Site","Number_of_Samples","Sample_Replicate","Wet_Weight","Dry_Weight","Ratio_Dry_to_Wet","Analytical_Dry_Weight","Carbon_%","Hydrogen_%","Nitrogen_%","Carbon_Nitrogen_Ratio","Notes"
"963",467,2015,9,2015-09-02,"MOHK",15,1,6.04,0.39,0.06,2182,43.2,5.19,1.55,27.92,""
"964",467,2015,9,2015-09-02,"MOHK",15,2,6.04,0.39,0.06,2644,42.8,5.43,1.55,27.6,""
"965",468,2015,9,2015-09-03,"AQUE",15,1,5.49,0.43,0.08,2852,37.71,5.56,1.23,30.76,""
"966",468,2015,9,2015-09-03,"AQUE",15,2,5.49,0.43,0.08,2560,37.39,5.58,1.15,32.47,""
"967",469,2015,9,2015-09-04,"ABUR",15,1,6.56,0.74,0.11,2938,36.55,5.73,0.81,45.29,""
"968",469,2015,9,2015-09-04,"ABUR",15,2,6.56,0.74,0.11,2399,36.74,5.74,0.79,46.33,""
"969",470,2015,10,2015-10-01,"ABUR",15,1,4.85,0.44,0.09,3374,40.21,5.55,1.5,26.86,""
"970",470,2015,10,2015-10-01,"ABUR",15,2,4.85,0.44,0.09,3144,40,5.6,1.49,26.89,""
"971",471,2015,10,2015-10-02,"MOHK",15,1,6.71,0.75,0.11,2682,35.89,5.36,0.9,39.69,""
"972",471,2015,10,2015-10-02,"MOHK",15,2,6.71,0.75,0.11,2588,36.13,5.32,0.94,38.56,""
"973",472,2015,10,2015-10-05,"AQUE",15,1,6.58,0.39,0.06,2515,40.29,5.48,1.33,30.25,""
"974",472,2015,10,2015-10-05,"AQUE",15,2,6.58,0.39,0.06,2733,40.8,5.55,1.44,28.41,""
"975",473,2015,11,2015-11-05,"ABUR",15,1,8.19,0.46,0.06,2603,43.42,5.55,2.11,20.63,""
"976",473,2015,11,2015-11-05,"ABUR",15,2,8.19,0.46,0.06,2269,43.19,5.53,2.13,20.32,""
"977",474,2015,11,2015-11-09,"MOHK",15,1,6.58,0.44,0.07,2023,42.32,5.6,1.88,22.5,""
"978",474,2015,11,2015-11-09,"MOHK",15,2,6.58,0.44,0.07,2626,42.39,5.67,1.96,21.58,""
"979",475,2015,11,2015-11-11,"AQUE",15,1,5.34,0.3,0.06,2367,39.98,5.73,2.64,15.16,""
"980",475,2015,11,2015-11-11,"AQUE",15,2,5.34,0.3,0.06,2772,40.35,6.07,2.66,15.19,""
"981",476,2015,12,2015-12-02,"ABUR",15,1,5.9,0.41,0.07,2295,36.86,5.8,1.86,19.79,""
"982",476,2015,12,2015-12-02,"ABUR",15,2,5.9,0.41,0.07,2388,36.97,5.87,1.94,19.09,""
"983",477,2015,12,2015-12-02,"MOHK",15,1,6.31,0.43,0.07,2427,37.11,5.81,1.72,21.61,""
"984",477,2015,12,2015-12-02,"MOHK",15,2,6.31,0.43,0.07,2595,37.11,5.83,1.75,21.19,""
"985",478,2015,12,2015-12-03,"AQUE",15,1,4.32,0.21,0.05,2782,43.24,6.06,2.24,19.31,""
"986",478,2015,12,2015-12-03,"AQUE",15,2,4.32,0.21,0.05,2959,43.78,6.16,2.35,18.65,""
"987",479,2016,1,2016-01-10,"ABUR",15,1,7.92,0.5,0.06,2518,33.61,4.83,3.04,11.05,""
"988",479,2016,1,2016-01-10,"ABUR",15,2,7.92,0.5,0.06,1923,33.6,4.85,3.11,10.82,""
"989",480,2016,1,2016-01-09,"MOHK",15,1,7.47,0.39,0.05,2119,32.42,4.45,2.98,10.87,""
"990",480,2016,1,2016-01-09,"MOHK",15,2,7.47,0.39,0.05,2399,31.96,4.48,2.86,11.18,""
"991",481,2016,1,2016-01-11,"AQUE",15,1,6.61,0.34,0.05,2476,41.21,5.67,3.33,12.38,""
"992",481,2016,1,2016-01-11,"AQUE",15,2,6.61,0.34,0.05,2226,40.88,5.6,3.34,12.25,""
"993",482,2016,2,2016-02-07,"ABUR",15,1,7.92,0.5,0.06,2612,42.3,5.53,3.92,10.78,""
"994",482,2016,2,2016-02-07,"ABUR",15,2,7.92,0.5,0.06,2898,42.2,5.52,3.92,10.76,""
"995",483,2016,2,2016-02-07,"MOHK",15,1,7.47,0.39,0.05,2973,41.66,5.66,3.38,12.31,""
"996",483,2016,2,2016-02-07,"MOHK",15,2,7.47,0.39,0.05,1990,41.53,5.64,3.25,12.78,""
"997",484,2016,2,2016-02-09,"AQUE",15,1,6.61,0.34,0.05,2102,38.27,5.38,3.67,10.43,""
"998",484,2016,2,2016-02-09,"AQUE",15,2,6.61,0.34,0.05,1998,38.06,5.35,3.69,10.32,""
"999",485,2016,3,2016-03-09,"AQUE",15,1,8.34,0.54,0.06,2535,37.82,5.58,2.31,16.34,""
"1000",485,2016,3,2016-03-09,"AQUE",15,2,8.34,0.54,0.06,1966,38.01,5.5,2.38,15.99,""
"1001",486,2016,3,2016-03-10,"ABUR",15,1,7.29,0.97,0.13,2758,31.74,5.12,1.53,20.69,""
"1002",486,2016,3,2016-03-10,"ABUR",15,2,7.29,0.97,0.13,2549,31.75,5.2,1.48,21.5,""
"1003",487,2016,3,2016-03-10,"MOHK",15,1,8.35,0.85,0.1,2524,28.85,4.3,1.93,14.91,""
"1004",487,2016,3,2016-03-10,"MOHK",15,2,8.35,0.85,0.1,2417,28.7,4.34,1.87,15.32,""
"1005",488,2016,4,2016-04-05,"AQUE",15,1,8.44,0.47,0.06,2626,38.42,5.55,3.72,10.32,""
"1006",488,2016,4,2016-04-05,"AQUE",15,2,8.44,0.47,0.06,2633,37.92,5.54,3.73,10.16,""
"1007",489,2016,4,2016-04-07,"MOHK",15,1,7.65,0.74,0.1,2546,37.22,5.95,3.12,11.94,""
"1008",489,2016,4,2016-04-07,"MOHK",15,2,7.65,0.74,0.1,3005,37.4,5.97,3.19,11.71,""
"1009",490,2016,4,2016-04-07,"ABUR",15,1,7.75,0.41,0.05,2482,37.47,5.7,3.42,10.96,""
"1010",490,2016,4,2016-04-07,"ABUR",15,2,7.75,0.41,0.05,2190,37.78,5.7,3.51,10.78,""
"1011",491,2016,5,2016-05-03,"ABUR",15,1,7.52,0.59,0.08,2724,32.57,4.96,3.38,9.64,""
"1012",491,2016,5,2016-05-03,"ABUR",15,2,7.52,0.59,0.08,2218,32.2,4.91,3.33,9.66,""
"1013",492,2016,5,2016-05-03,"MOHK",15,1,6.53,0.41,0.06,1911,37.47,5.51,3.54,10.58,""
"1014",492,2016,5,2016-05-03,"MOHK",15,2,6.53,0.41,0.06,2153,38.21,5.58,3.67,10.4,""
"1015",493,2016,5,2016-05-05,"AQUE",15,1,8.71,0.61,0.07,1851,36.91,5.13,2.91,12.67,""
"1016",493,2016,5,2016-05-05,"AQUE",15,2,8.71,0.61,0.07,2011,36.81,5.33,3.02,12.17,""
"1017",494,2016,6,2016-06-11,"MOHK",15,1,8.76,0.8,0.09,2308,36.63,5.72,2.22,16.52,""
"1018",494,2016,6,2016-06-11,"MOHK",15,2,8.76,0.8,0.09,2285,35.95,5.76,2.01,17.86,""
"1019",495,2016,6,2016-06-01,"ABUR",15,1,10.94,0.43,0.04,2980,34.84,5.33,3.26,10.7,""
"1020",495,2016,6,2016-06-01,"ABUR",15,2,10.94,0.43,0.04,2305,34.12,5.27,3.3,10.33,""
"1021",496,2016,6,2016-06-07,"AQUE",15,1,11.8,1.14,0.1,2919,37.89,5.8,1.97,19.2,""
"1022",496,2016,6,2016-06-07,"AQUE",15,2,11.8,1.14,0.1,2434,37.61,5.75,1.98,18.98,""
"1023",497,2016,7,2016-07-07,"MOHK",15,1,5.7,0.49,0.09,2258,33.76,4.93,1.71,19.76,""
"1024",497,2016,7,2016-07-07,"MOHK",15,2,5.7,0.49,0.09,2603,34.09,4.86,1.4,24.39,""
"1025",498,2016,7,2016-07-08,"ABUR",15,1,6.86,0.44,0.06,2469,32.2,4.64,1.48,21.78,""
"1026",498,2016,7,2016-07-08,"ABUR",15,2,6.86,0.44,0.06,2905,30.9,4.5,1.37,22.55,""
"1027",499,2016,7,2016-07-11,"AQUE",15,1,6.95,0.68,0.1,2532,37.98,4.51,2.41,15.77,""
"1028",499,2016,7,2016-07-11,"AQUE",15,2,6.95,0.68,0.1,2076,38.49,4.59,2.32,16.55,""
"1029",500,2016,8,2016-08-02,"MOHK",15,1,8.13,0.76,0.09,2789,35.4,5.17,1.3,27.13,""
"1030",500,2016,8,2016-08-02,"MOHK",15,2,8.13,0.76,0.09,2798,34.94,5.16,1.33,26.25,""
"1031",501,2016,8,2016-08-04,"ABUR",15,1,6.66,0.39,0.06,2666,34.8,4.84,1.59,21.83,""
"1032",501,2016,8,2016-08-04,"ABUR",15,2,6.66,0.39,0.06,2498,35.25,4.89,1.54,22.82,""
"1033",502,2016,8,2016-08-08,"AQUE",15,1,7.9,0.52,0.07,2541,35.9,4.71,2.44,14.72,""
"1034",502,2016,8,2016-08-08,"AQUE",15,2,7.9,0.52,0.07,2512,34.8,4.56,2.18,15.97,""
"1035",503,2016,9,2016-09-01,"MOHK",15,1,3.83,0.27,0.07,2188,37.64,4.99,2.04,18.42,""
"1036",503,2016,9,2016-09-01,"MOHK",15,2,3.83,0.27,0.07,2330,37.92,5.02,2.17,17.46,""
"1037",504,2016,9,2016-09-07,"AQUE",15,1,7.42,0.51,0.07,2396,30.62,4.18,1.76,17.36,""
"1038",504,2016,9,2016-09-07,"AQUE",15,2,7.42,0.51,0.07,2276,30.78,4.2,1.77,17.44,""
"1039",505,2016,9,2016-09-08,"ABUR",15,1,5.6,0.41,0.07,2474,32.88,4.8,1.8,18.31,""
"1040",505,2016,9,2016-09-08,"ABUR",15,2,5.6,0.41,0.07,2322,33.2,4.98,1.91,17.41,""
"1041",506,2016,10,2016-10-03,"ABUR",15,1,6.11,0.41,0.07,2267,34.46,5.08,1.95,17.64,""
"1042",506,2016,10,2016-10-03,"ABUR",15,2,6.11,0.41,0.07,2657,32.86,4.89,1.9,17.29,""
"1043",507,2016,10,2016-10-04,"AQUE",15,1,7.49,0.42,0.06,2298,35.94,5.11,2.04,17.58,""
"1044",507,2016,10,2016-10-04,"AQUE",15,2,7.49,0.42,0.06,2106,36.21,5.15,2.05,17.71,""
"1045",508,2016,10,2016-10-06,"MOHK",15,1,6.22,0.27,0.04,2090,40.76,5.71,2.32,17.55,""
"1046",508,2016,10,2016-10-06,"MOHK",15,2,6.22,0.27,0.04,2249,40.65,5.69,2.34,17.39,""
"1047",509,2016,11,2016-11-01,"MOHK",15,1,7.11,0.46,0.06,2455,32.86,4.73,2.54,12.95,""
"1048",509,2016,11,2016-11-01,"MOHK",15,2,7.11,0.46,0.06,2112,30.81,4.47,2.19,14.04,""
"1049",510,2016,11,2016-11-02,"ABUR",15,1,9.29,0.71,0.08,2333,27.65,4.2,1.66,16.62,""
"1050",510,2016,11,2016-11-02,"ABUR",15,2,9.29,0.71,0.08,2520,28.36,4.31,1.52,18.71,""
"1051",511,2016,11,2016-11-04,"AQUE",15,1,9.97,0.58,0.06,2301,35.67,5.38,1.47,24.26,""
"1052",511,2016,11,2016-11-04,"AQUE",15,2,9.97,0.58,0.06,2351,36.26,5.4,1.5,24.25,""
"1053",512,2016,12,2016-12-02,"ABUR",15,1,5.18,0.68,0.13,2277,28.86,4.43,1.81,15.98,""
"1054",512,2016,12,2016-12-02,"ABUR",15,2,5.18,0.68,0.13,2313,28.76,4.4,1.74,16.52,""
"1055",513,2016,12,2016-12-06,"AQUE",15,1,9.73,0.89,0.09,2320,34.27,5.21,1.39,24.6,""
"1056",513,2016,12,2016-12-06,"AQUE",15,2,9.73,0.89,0.09,2274,33.96,5.34,1.44,23.54,""
"1057",514,2016,12,2016-12-08,"MOHK",15,1,7.83,0.37,0.05,2237,38.11,5.59,2.46,15.5,""
"1058",514,2016,12,2016-12-08,"MOHK",15,2,7.83,0.37,0.05,2436,37.84,5.58,2.45,15.45,""
"1059",515,2017,1,2017-01-04,"MOHK",15,1,6.66,0.7,0.11,2681,27.07,3.65,2.43,11.14,""
"1060",515,2017,1,2017-01-04,"MOHK",15,2,6.66,0.7,0.11,2202,26.96,3.68,2.48,10.86,""
"1061",516,2017,1,2017-01-04,"ABUR",15,1,6.31,0.76,0.12,2273,30.54,4.45,2.71,11.25,""
"1062",516,2017,1,2017-01-04,"ABUR",15,2,6.31,0.76,0.12,2030,30.89,4.49,2.74,11.28,""
"1063",517,2017,1,2017-01-10,"AQUE",15,1,5.72,0.32,0.06,2528,25.41,3.54,1.65,15.38,""
"1064",517,2017,1,2017-01-10,"AQUE",15,2,5.72,0.32,0.06,2543,25.81,3.62,1.65,15.63,""
"1065",518,2017,2,2017-02-01,"AQUE",15,1,11.59,0.97,0.08,2723,29.57,4.48,2.25,13.15,""
"1066",518,2017,2,2017-02-01,"AQUE",15,2,11.59,0.97,0.08,2415,30.3,4.57,2.32,13.05,""
"1067",519,2017,2,2017-02-01,"MOHK",15,1,13.13,0.98,0.07,2745,31.22,4.34,2.37,13.18,""
"1068",519,2017,2,2017-02-01,"MOHK",15,2,13.13,0.98,0.07,2398,30.83,4.26,2.32,13.27,""
"1069",520,2017,2,2017-02-09,"ABUR",15,1,12.44,0.74,0.06,2661,33.4,4.6,2.71,12.31,""
"1070",520,2017,2,2017-02-09,"ABUR",15,2,12.44,0.74,0.06,2415,32.94,4.52,2.78,11.86,""
"1071",521,2017,3,2017-03-07,"ABUR",15,1,5.75,0.33,0.06,2707,38.03,4.98,3.08,12.36,""
"1072",521,2017,3,2017-03-07,"ABUR",15,2,5.75,0.33,0.06,2100,40.45,5.28,3.3,12.25,""
"1073",522,2017,3,2017-03-07,"MOHK",15,1,7.9,0.4,0.05,2758,42.64,5.42,3.37,12.67,""
"1074",522,2017,3,2017-03-07,"MOHK",15,2,7.9,0.4,0.05,2966,42.55,5.43,3.37,12.64,""
"1075",523,2017,3,2017-03-10,"AQUE",15,1,5.95,0.72,0.12,2351,29.13,4.38,2.42,12.03,""
"1076",523,2017,3,2017-03-10,"AQUE",15,2,5.95,0.72,0.12,2866,29.6,4.66,2.44,12.14,""
"1079",524,2017,4,2017-04-04,"AQUE",15,1,8.33,0.51,0.06,2517,37.16,5.17,3.52,10.57,""
"1080",524,2017,4,2017-04-04,"AQUE",15,2,8.33,0.51,0.06,2620,37.21,5.37,3.59,10.38,""
"1081",525,2017,4,2017-04-11,"MOHK",15,1,7.15,0.42,0.06,2555,34.69,4.86,3.5,9.92,""
"1082",525,2017,4,2017-04-11,"MOHK",15,2,7.15,0.42,0.06,2263,34.4,4.87,3.51,9.81,""
"1083",526,2017,5,2017-05-03,"MOHK",15,1,10.07,0.87,0.09,2495,27.47,4.06,3.49,7.86,""
"1084",526,2017,5,2017-05-03,"MOHK",15,2,10.07,0.87,0.09,2319,27.89,4.11,3.57,7.82,""
"1085",527,2017,5,2017-05-04,"AQUE",15,1,13.91,1.15,0.08,2242,27.98,4.22,3.49,8.02,""
"1086",527,2017,5,2017-05-04,"AQUE",15,2,13.91,1.15,0.08,2407,28.82,4.29,3.5,8.22,""
"1091",528,2017,6,2017-06-01,"MOHK",15,1,7.95,0.65,0.0818,2623,34.33,5.1,2.49,13.79,""
"1092",528,2017,6,2017-06-01,"MOHK",15,2,7.95,0.65,0.0818,2180,42.6,6.27,3.19,13.37,""
"1093",529,2017,6,2017-06-06,"AQUE",15,1,10.62,0.78,0.0734,2672,34.62,5.19,2.79,12.42,""
"1094",529,2017,6,2017-06-06,"AQUE",15,2,10.62,0.78,0.0734,2137,33.46,4.9,2.76,12.1,""
"1095",542,2017,7,2017-07-07,"MOHK",15,1,17.19,0.89,0.05,2052,35.37,-99999,1.63,21.63,""
"1096",542,2017,7,2017-07-07,"MOHK",15,2,17.19,0.89,0.05,2096,35.49,-99999,1.67,21.24,""
"1097",543,2017,7,2017-07-07,"ABUR",15,1,6.61,0.34,0.05,2110,36.11,-99999,1.42,25.39,""
"1098",543,2017,7,2017-07-07,"ABUR",15,2,6.61,0.34,0.05,2680,38.15,-99999,1.6,23.82,""
"1099",544,2017,7,2017-07-11,"AQUE",15,1,10.28,0.93,0.09,2524,35.27,-99999,2.1,16.78,""
"1100",544,2017,7,2017-07-11,"AQUE",15,2,10.28,0.93,0.09,2778,34.88,-99999,2.12,16.45,""
"1101",545,2017,8,2017-08-01,"ABUR",15,1,5.67,0.36,0.06,2114,39.96,-99999,1.19,33.65,""
"1102",545,2017,8,2017-08-01,"ABUR",15,2,5.67,0.36,0.06,2807,39.89,-99999,1.19,33.39,""
"1103",546,2017,8,2017-08-01,"MOHK",15,1,11.13,1.21,0.11,2270,35.26,-99999,1.44,24.46,""
"1104",546,2017,8,2017-08-01,"MOHK",15,2,11.13,1.21,0.11,2274,34.42,-99999,1.25,27.46,""
"1105",547,2017,8,2017-08-03,"AQUE",15,1,8.67,0.75,0.09,2510,36.81,-99999,1.38,26.7,""
"1106",547,2017,8,2017-08-03,"AQUE",15,2,8.67,0.75,0.09,2564,37.75,-99999,1.33,28.38,""
"1107",548,2017,9,2017-09-07,"MOHK",15,1,7.02,0.87,0.12,2385,31.84,-99999,1.09,29.15,""
"1108",548,2017,9,2017-09-07,"MOHK",15,2,7.02,0.87,0.12,2733,31.68,-99999,1.14,27.69,""
"1109",549,2017,9,2017-09-07,"ABUR",15,1,5.77,0.56,0.1,2072,31.78,-99999,1,31.85,""
"1110",549,2017,9,2017-09-07,"ABUR",15,2,5.77,0.56,0.1,2565,33.04,-99999,1.03,31.95,""
"1111",550,2017,9,2017-09-10,"AQUE",15,1,9.2,1.03,0.11,2735,33.24,-99999,1.37,24.34,""
"1112",550,2017,9,2017-09-10,"AQUE",15,2,9.2,1.03,0.11,2980,33.59,-99999,1.38,24.28,""
"1113",551,2017,10,2017-10-02,"AQUE",15,1,8.95,0.86,0.1,2534,31.5,-99999,1.21,26.13,""
"1114",551,2017,10,2017-10-02,"AQUE",15,2,8.95,0.86,0.1,2300,31.74,-99999,1.17,27.05,""
"1115",552,2017,10,2017-10-03,"ABUR",15,1,6.45,0.48,0.07,2512,33.87,-99999,1.08,31.36,""
"1116",552,2017,10,2017-10-03,"ABUR",15,2,6.45,0.48,0.07,2078,34.16,-99999,1.13,30.16,""
"1117",553,2017,10,2017-10-03,"MOHK",15,1,7.17,0.42,0.06,2331,36.03,-99999,2.02,17.82,""
"1118",553,2017,10,2017-10-03,"MOHK",15,2,7.17,0.42,0.06,2222,36.43,-99999,1.99,18.29,""
"1119",554,2017,11,2017-11-02,"AQUE",15,1,7.22,0.81,0.04,2595,30.94,-99999,1.21,25.66,""
"1120",554,2017,11,2017-11-02,"AQUE",15,2,7.22,0.81,0.04,2852,30.66,-99999,1.21,25.41,""
"1121",555,2017,11,2017-11-03,"MOHK",15,1,5.59,0.81,0.14,2546,28.76,-99999,1.88,15.33,""
"1122",555,2017,11,2017-11-03,"MOHK",15,2,5.59,0.81,0.14,2673,28.26,-99999,1.79,15.77,""
"1123",556,2017,11,2017-11-03,"ABUR",15,1,5.95,0.54,0.09,2694,27.28,-99999,1.32,20.66,""
"1124",556,2017,11,2017-11-03,"ABUR",15,2,5.95,0.54,0.09,2197,27.37,-99999,1.32,20.74,""
"1125",557,2017,12,2017-12-06,"AQUE",15,1,10.79,0.41,0.04,2050,37.24,-99999,1.62,22.99,""
"1126",557,2017,12,2017-12-06,"AQUE",15,2,10.79,0.41,0.04,2512,37.22,-99999,1.61,23.12,""
"1127",558,2017,12,2017-12-07,"MOHK",15,1,8.85,0.51,0.06,2462,33.39,-99999,1.86,17.95,""
"1128",558,2017,12,2017-12-07,"MOHK",15,2,8.85,0.51,0.06,2176,33.55,-99999,1.88,17.85,""
"1129",559,2017,12,2017-12-07,"ABUR",15,1,7.93,0.27,0.03,2604,33.53,-99999,2.08,16.12,""
"1130",559,2017,12,2017-12-07,"ABUR",15,2,7.93,0.27,0.03,2499,33.75,-99999,2.09,16.15,""
"1131",560,2018,1,2018-01-23,"AQUE",15,1,8.41,1.05,0.12,2808,29.37,-99999,1.12,26.22,""
"1132",560,2018,1,2018-01-23,"AQUE",15,2,8.41,1.05,0.12,2226,29.28,-99999,1.1,26.62,""
"1133",561,2018,1,2018-01-24,"MOHK",15,1,6.07,0.55,0.09,2156,31.32,-99999,2.13,14.7,""
"1134",561,2018,1,2018-01-24,"MOHK",15,2,6.07,0.55,0.09,2203,31.28,-99999,2.15,14.55,""
"1135",562,2018,1,2018-01-25,"ABUR",15,1,5.89,0.69,0.12,2078,28.9,-99999,1.82,15.88,""
"1136",562,2018,1,2018-01-25,"ABUR",15,2,5.89,0.69,0.12,2558,28.56,-99999,1.81,15.78,""
"1137",563,2018,2,2018-02-15,"AQUE",15,1,5.76,0.48,0.08,2038,27.3,-99999,1.3,20.5,""
"1138",563,2018,2,2018-02-15,"AQUE",15,2,5.76,0.48,0.08,2055,27.8,-99999,1.4,20.56,""
"1139",564,2018,2,2018-02-16,"ABUR",15,1,8.76,0.99,0.11,2314,30.9,-99999,1.1,27.6,""
"1140",564,2018,2,2018-02-16,"ABUR",15,2,8.76,0.99,0.11,1980,31.3,-99999,1.2,27.01,""
"1141",565,2018,2,2018-02-16,"MOHK",15,1,9.43,0.89,0.09,2347,28.4,-99999,1.3,22.32,""
"1142",565,2018,2,2018-02-16,"MOHK",15,2,9.43,0.89,0.09,2060,28.76,-99999,1.3,22.12,""
"1143",566,2018,3,2018-03-07,"ABUR",15,1,7.21,0.59,0.08,2150,31.42,-99999,3.25,9.67,""
"1144",566,2018,3,2018-03-07,"ABUR",15,2,7.21,0.59,0.08,2164,31.44,-99999,3.2,9.83,""
"1145",567,2018,3,2018-03-07,"MOHK",15,1,5.47,0.46,0.08,1921,37.88,-99999,3.4,11.14,""
"1146",567,2018,3,2018-03-07,"MOHK",15,2,5.47,0.46,0.08,2339,38.17,-99999,3.44,11.1,""
"1147",568,2018,3,2018-03-12,"AQUE",15,1,7.66,0.66,0.09,2272,33.82,-99999,2.8,12.08,""
"1148",568,2018,3,2018-03-12,"AQUE",15,2,7.66,0.66,0.09,1994,32.72,-99999,2.76,11.86,""
"1149",569,2018,4,2018-04-03,"MOHK",15,1,8.71,0.91,0.1,2141,28.33,-99999,3.41,8.31,""
"1150",569,2018,4,2018-04-03,"MOHK",15,2,8.71,0.91,0.1,1855,28.12,-99999,3.45,8.15,""
"1151",570,2018,4,2018-04-05,"ABUR",15,1,6,0.86,0.14,1943,26.88,-99999,3,8.96,""
"1152",570,2018,4,2018-04-05,"ABUR",15,2,6,0.86,0.14,2199,26.58,-99999,2.96,8.98,""
"1153",571,2018,4,2018-04-06,"AQUE",15,1,7.97,0.74,0.09,1810,26.12,-99999,2.59,10.08,""
"1154",571,2018,4,2018-04-06,"AQUE",15,2,7.97,0.74,0.09,2168,25.98,-99999,2.53,10.27,""
"1155",572,2018,5,2018-05-02,"AQUE",15,1,10.43,0.99,0.094918504,2116,27.68823994,4.349804607,2.246668973,12.32,""
"1156",572,2018,5,2018-05-02,"AQUE",15,2,10.43,0.99,0.094918504,2406,27.90295403,4.219937284,2.176809745,12.82,""
"1157",573,2018,5,2018-05-04,"MOHK",15,1,10.11,1.32,0.130563798,2350,31.35405573,4.847877446,1.9258104,16.28,""
"1158",573,2018,5,2018-05-04,"MOHK",15,2,10.11,1.32,0.130563798,2407,32.14106353,5.05574029,2.075478977,15.49,""
"1159",574,2018,5,2018-05-04,"ABUR",15,1,8.89,1.06,0.119235096,2168,31.4640114,5.397489648,1.926427194,16.33,""
"1160",574,2018,5,2018-05-04,"ABUR",15,2,8.89,1.06,0.119235096,2955,31.94723216,4.895459347,1.954170529,16.35,""
"1161",575,2018,6,2018-06-04,"MOHK",15,1,8.23,0.7,0.085054678,2573,37.83712973,5.677311138,2.901927074,13.04,""
"1162",575,2018,6,2018-06-04,"MOHK",15,2,8.23,0.7,0.085054678,2993,37.50439986,5.407496775,2.85814465,13.12,""
"1163",576,2018,6,2018-06-04,"ABUR",15,1,6.69,0.73,0.109118087,2380,36.29854759,6.052397223,2.448861714,14.82,""
"1164",576,2018,6,2018-06-04,"ABUR",15,2,6.69,0.73,0.109118087,2389,36.63535572,6.01872675,2.574546957,14.23,""
"1165",577,2018,6,2018-06-06,"AQUE",15,1,10.14,0.94,0.09270217,2080,31.30170974,5.539590346,3.396048612,9.22,""
"1166",577,2018,6,2018-06-06,"AQUE",15,2,10.14,0.94,0.09270217,2280,31.32222544,5.12096069,3.445660689,9.09,""
"1167",578,2018,7,2018-07-05,"MOHK",15,1,13.6,1.73,0.127205882,2492,28.46463175,4.697623942,1.627460265,17.49,""
"1168",578,2018,7,2018-07-05,"MOHK",15,2,13.6,1.73,0.127205882,2786,26.98021914,4.368818209,1.397875119,19.3,""
"1169",579,2018,7,2018-07-06,"ABUR",15,1,10.62,1.25,0.117702448,2187,32.22955992,5.256689865,1.264940001,25.48,""
"1170",579,2018,7,2018-07-06,"ABUR",15,2,10.62,1.25,0.117702448,2218,32.99900434,5.265171788,1.428900375,23.09,""
"1171",580,2018,7,2018-07-10,"AQUE",15,1,6.4,0.6,0.09375,2957,35.41110104,4.405466654,2.930892661,12.08,""
"1172",580,2018,7,2018-07-10,"AQUE",15,2,6.4,0.6,0.09375,2456,35.13586728,5.432064015,2.853044951,12.32,""
"1173",581,2018,8,2018-08-13,"MOHK",15,1,7.57,0.9,0.118890357,2462,31.38513575,4.732506734,1.891668833,16.59,""
"1174",581,2018,8,2018-08-13,"MOHK",15,2,7.57,0.9,0.118890357,2060,31.30623653,5.034681826,2.098869903,14.92,""
"1175",582,2018,8,2018-08-13,"ABUR",15,1,7.76,1,0.128865979,2133,32.00236203,5.124729193,1.883143304,16.99,""
"1176",582,2018,8,2018-08-13,"ABUR",15,2,7.76,1,0.128865979,2442,31.75136389,4.842236447,1.945414141,16.32,""
"1177",583,2018,8,2018-08-06,"AQUE",15,1,6.06,0.98,0.161716172,2252,26.56626284,4.487681905,1.754005921,15.15,""
"1178",583,2018,8,2018-08-06,"AQUE",15,2,6.06,0.98,0.161716172,2240,29.0157247,5.272120668,1.972813253,14.71,""
"1179",584,2018,9,2018-09-06,"AQUE",15,1,6.37,0.77,0.120879121,2267,37.31846694,6.135458511,2.293657453,16.27,""
"1180",584,2018,9,2018-09-06,"AQUE",15,2,6.37,0.77,0.120879121,2850,35.85511115,6.09770269,2.288703784,15.67,""
"1181",585,2018,9,2018-09-07,"ABUR",15,1,7.63,0.83,0.108781127,2817,31.32076637,5.938154591,2.033707909,15.4,""
"1182",585,2018,9,2018-09-07,"ABUR",15,2,7.63,0.83,0.108781127,2141,30.58879331,6.347657446,1.853924807,16.5,""
"1183",586,2018,9,2018-09-07,"MOHK",15,1,7.23,0.81,0.112033195,2132,32.44942012,6.308966646,2.420276227,13.41,""
"1184",586,2018,9,2018-09-07,"MOHK",15,2,7.23,0.81,0.112033195,2452,32.25328858,5.920720591,2.255502663,14.3,""
"1185",587,2018,10,2018-10-04,"MOHK",15,1,5.4,0.57,0.105555556,2319,28.77082268,5.705938032,1.694506461,16.98,""
"1186",587,2018,10,2018-10-04,"MOHK",15,2,5.4,0.57,0.105555556,2211,28.54963662,5.682025797,1.735388774,16.45,""
"1187",588,2018,10,2018-10-04,"ABUR",15,1,5.95,0.61,0.102521008,2758,34.61077752,5.974446459,1.81816158,19.04,""
"1188",588,2018,10,2018-10-04,"ABUR",15,2,5.95,0.61,0.102521008,2254,35.00835027,6.808966381,1.831421088,19.12,""
"1189",589,2018,10,2018-10-05,"AQUE",15,1,6.91,1.27,0.183791606,2175,28.17026346,6.087343993,1.41128996,19.96,""
"1190",589,2018,10,2018-10-05,"AQUE",15,2,6.91,1.27,0.183791606,2324,29.34020399,5.873891311,1.389124692,21.12,""
"1191",590,2018,11,2018-11-01,"AQUE",15,1,5.58,0.56,0.100358423,2444,35.88,3.65,1.23,29.1,""
